343886,0,0,4,1,1,0,0,0,0,0,0,0,0,408.0,398.0,11.0,408.0,398.0,11.0,57.0,57.0,0,0
343886,0,0,5,0,1,9,0,0,0,16,0,0,0,236.0,0.0,110.0,707.0,0.0,110.0,127.0,707.0,0,0
343886,0,0,38,1,3,3,0,0,0,6,0,0,0,1671.0,1396.0,1630.0,1671.0,1396.0,1630.0,1143.0,1273.0,0,0
343886,0,0,2,0,1,0,0,0,0,0,0,0,0,39.0,0.0,33.0,39.0,0.0,33.0,39.0,39.0,0,0
343886,0,0,7,1,0,4,0,0,0,5,0,0,0,624.0,544.0,0.0,321490.0,544.0,0.0,103.0,317.0,0,0
147875,2,35994.0,5,0,1,1,0,0,0,1,0,0,0,135.0,0.0,88.0,135.0,0.0,88.0,116.0,135.0,182.0,182.0
147875,0,0,3,0,2,4,0,0,0,12,0,0,0,572.0,0.0,573.0,583.0,0.0,573.0,269.0,583.0,0,0
147875,0,0,19,1,1,5,0,0,0,10,0,0,0,3200.0,1605.0,1362.0,3363.0,1605.0,1362.0,721.0,1464.0,0,0
147875,0,0,27,0,2,0,0,0,0,0,0,0,0,823.0,0.0,693.0,823.0,0.0,693.0,823.0,823.0,0,0
147875,0,0,17,0,1,2,0,0,0,4,0,0,0,4695.0,0.0,4604.0,544537.0,0.0,4604.0,610.0,654.0,0,0
147875,0,0,8,1,0,1,0,0,0,2,0,0,0,276.0,270.0,0.0,276.0,270.0,0.0,168.0,276.0,0,0
147875,0,0,14,0,1,3,0,0,0,4,0,0,0,5461.0,0.0,5294.0,97191.0,0.0,5294.0,445.0,496.0,0,0
147875,0,0,9,2,0,5,1,0,0,19,1,0,0,995.0,980.0,0.0,1364995.0,55068.0,0.0,521.0,1708.0,0,0
337365,0,0,4,1,0,0,0,0,0,0,0,0,0,110.0,41.0,0.0,110.0,41.0,0.0,110.0,110.0,0,0
337365,0,0,2,0,1,1,0,0,0,1,0,0,0,165.0,0.0,107.0,712194.0,0.0,107.0,165.0,165.0,0,0
